period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
7/1/2018,7/31/2018,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,249900,-0.02,0.086521739,264900,-0.036376864,0.081665986,107.0869208,-0.018775878,0.073164658,111.9459435,-0.004102033,0.081172033,8831,-0.048588666,0.046823139,7999,-0.030894112,0.049737533,11945,-0.085375191,0.017635032,30589,0.028754961,-0.116639714,3.5,0.3,-0.6,25,3,-14,0.984920313,0.000156829,0.004083956,0.250707734,-0.006241199,0.037929166,0.268985583,0.00783673,0.02733143,0.382047756,-0.061252462,0.043333845,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2016,6/30/2016,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,232295,0.018837719,0.075439815,240000,0.00041684,0.067140952,129.7878295,0.004105427,0.070749593,132.8003615,-0.006932616,0.076317695,8807,0.016857176,0.033806785,6496,-0.077927608,0.006975663,8849,-0.018304859,0.058113117,23519,-0.037880957,0.084174619,2.7,-0.1,0.2,49,1,1,0.979931003,0.000434042,0.0009999,0.151016237,-0.00508583,-0.006866143,0.250903525,-0.008536033,-0.00185082,0.260160099,-0.017057787,-0.026152101,"Phoenix, AZ",38060,9/24/2023 14:28
4/1/2015,4/30/2015,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,189000,0.027173913,0.111764706,220000,0.00456621,0.1,89.10533911,0.027943429,0.087533869,96.12426036,0.001079739,0.050524349,8800,0.074087636,0.16927983,8560,0.153172572,0.077000503,14983,0.095729121,0.104778056,39214,0.032300524,0.072035868,4.5,-0.1,-0.4,56,-9,16,0.972214437,0.003077655,-0.00064164,0.173409091,0.014248832,-0.028557425,0.396542051,0.020176453,0.079720924,0.332009346,0.015021605,0.000101948,"Atlanta, GA",12060,9/24/2023 14:28
4/1/2017,4/30/2017,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,247000,0.051511281,0.069264069,265000,-0.018154872,0.023166023,148.0952381,0.051688281,0.062557443,155.91875,-0.002927688,0.018556771,8795,0.041321336,-0.006439223,9297,0.035300668,-0.004070702,13141,-0.080084004,-0.080727527,28246,0.037578518,-0.113545067,3.2,0,-0.4,33,-17,-8,0.976336171,0.00309544,0.004360575,0.21523593,0.00886605,0.018218306,0.2390781,-0.001710939,-0.010105933,0.469076046,-0.018006359,0.029761638,"Chicago, IL",16984,9/24/2023 14:28
11/1/2021,11/30/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,310990,0.019639344,0.156096654,314990,-3.17E-05,0.146669094,147.7177699,0.024727467,0.192891446,151.8972999,0.009965109,0.174065071,8793,-0.020278552,0.051416956,8078,-0.064829822,0.150056948,8590,-0.137290348,0.067345924,15743,-0.084283388,-0.147921628,1.8,-0.1,-0.4,20,1,-8,0.990920014,-0.001113404,0.010009865,0.306266348,-0.014959279,0.112675532,0.234389888,-0.028464929,0.003766376,0.537014112,0.00795646,0.043847825,"Houston, TX",26420,9/24/2023 14:28
3/1/2022,3/31/2022,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,310000,0.063464837,0.033333333,329900,0.015076923,0.031259769,191.8265221,0.054427076,0.10209766,201.3422819,0.006979985,0.07617197,8781,0.422024291,-0.055196901,7217,1.050284091,-0.337464427,12367,0.358712371,-0.088449915,23368,0.098739891,0.582340195,2.7,-0.7,1.1,52,1,28,0.998474207,0.009278988,0.011379866,0.431385947,0.080454773,0.11386927,0.098981513,0.017168461,-0.098946439,0.160731606,-0.09125703,-0.530813423,"Chicago, IL",16984,9/24/2023 14:28
8/1/2022,8/31/2022,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,385000,-0.021576152,0.166666667,385000,-0.025316456,0.11303845,182.9910389,-0.010386409,0.162565862,184.7109861,-0.010030215,0.150533545,8777,0.023556851,-0.200637523,10290,0.099124119,-0.122762148,13170,-0.055033364,-0.005211874,26403,0.034033054,0.562862555,3,0,1.5,21,5,9,0.994079615,-0.010479738,-0.017952987,0.351828643,-0.128871065,-0.172215073,0.335984547,0.031527745,0.097852666,0.333624879,-0.051976489,-0.206528574,"Atlanta, GA",12060,9/24/2023 14:28
3/1/2012,3/31/2012,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,130500,0.044835869,0.186363636,148000,0.035689293,0.255301103,75.70960699,0.046460754,0.184388646,83.53655949,0.027190287,0.229828061,8765,0.217699361,-0.108885726,6879,0.132159315,-0.045378851,8853,0.068557634,-0.17837587,20563,-0.071354378,-0.414559845,2.3,-0.8,-1.3,53,-6,-29,0.984281186,0.003266022,0.022830936,0.266286366,0.012604788,0.063663349,0.191509021,-0.007380018,-0.142991605,0.427387702,-0.003817038,0.128470133,"Phoenix, AZ",38060,9/24/2023 14:28
8/1/2018,8/31/2018,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,237770,-0.021522634,0.033782609,244947.5,-0.00790806,0.020614583,109.6796657,-0.000752538,0.041956825,113.1764524,0.00566589,0.0367418,8759,0.039520532,0.380239521,7054,-0.055436529,0.178416305,10231,-0.065064425,0.228653777,28954,-0.002480535,-0.007404868,3.3,-0.1,-1.3,34,3,-2,0.972996741,-0.002621581,-0.000150962,0.138257792,-0.006294783,-0.001042555,0.335359536,-0.005507273,0.047940955,0.369577545,-0.023566537,0.028949412,"Houston, TX",26420,9/24/2023 14:28
10/1/2020,10/31/2020,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,270000,0.014480774,0.115702479,279500,-0.001750063,0.118,122.2116754,0.016539257,0.09164393,127.3853026,-0.001976586,0.093059553,8752,0.009225092,0.273018182,7362,0.017834923,0.35680059,9212,0.064109969,0.148628429,16923,-0.030533914,-0.318747232,1.9,-0.1,-1.7,29,-1,-21,0.981426002,0.000474787,0.008517513,0.185329068,0.006938846,0.060965431,0.274123973,-0.012310491,-0.059397222,0.513990763,0.02912971,0.149265367,"Houston, TX",26420,9/24/2023 14:28
5/1/2018,5/31/2018,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,242000,0.008375349,0.029787234,264900,-0.000377358,0.06002401,110.2564103,0.006488182,0.043557236,114.5166723,-0.006065028,0.048001061,8736,0.156473392,0.015223707,8129,0.086619436,0.064283844,12361,0.051910476,0.036996644,26898,0.060646688,-0.020323427,3.1,-0.3,-0.1,29,-2,-1,0.973850915,9.58E-05,-0.000811391,0.159684066,0.003872575,-0.000571599,0.302104246,0.028326643,-0.00402192,0.462418502,-0.018666915,0.014919156,"Houston, TX",26420,9/24/2023 14:28
8/1/2019,8/31/2019,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,254500,-0.021153846,0.074292951,273000,-0.006911604,0.050404002,113.0952381,0.002570872,0.063438283,118.6038631,0.014475435,0.062690613,8732,-0.063090129,0.032517441,7772,-0.081758034,-0.007534159,11721,-0.043808125,0.006526406,31013,0.002586235,0.005674817,3.6,0.3,0,31,4,3,0.980827772,-0.001919533,-0.000225495,0.204076958,-0.016631196,-0.016686906,0.289813949,0.000899198,0.011488506,0.370689655,-0.025576885,0.008028437,"Atlanta, GA",12060,9/24/2023 14:28
12/1/2021,12/31/2021,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,435000,0.011627907,0.279411765,440000,6.36E-05,0.275362319,250.151316,-0.00087408,0.289842723,253.4391843,0.008633519,0.264220575,8726,0.042283803,-0.076711459,7168,-0.129357464,-0.063985375,6375,-0.185407616,0.014319809,9246,-0.154612782,-0.073361395,1.1,-0.2,0,31,1,-3,1.003132004,-0.002210544,0.007871039,0.409122164,-0.043696757,0.081326163,0.158230586,-0.032955297,-0.003324836,0.316127232,-0.024210433,0.032502265,"Phoenix, AZ",38060,9/24/2023 14:28
8/1/2020,8/31/2020,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,270000,-0.018181818,0.070578906,276000,-0.014282194,0.104441777,119.6032672,0.001444727,0.06077225,125.3623035,0.00433114,0.080107236,8720,-0.158057353,0.050096339,7931,-0.033629828,0.235743222,9151,-0.154173214,0.000765529,18385,-0.070760677,-0.310157217,2.1,0.2,-1.1,31,-5,-8,0.980554925,7.29E-05,0.006828147,0.178325688,0.00588193,0.048508732,0.289257547,-0.006673714,-0.055795172,0.495019544,-0.013570684,0.132757157,"Houston, TX",26420,9/24/2023 14:28
9/1/2021,9/30/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,305000,-0.025635374,0.145987541,320000,0.015873016,0.142897961,141.7550103,0.004797355,0.179097925,148.5711031,0.017764562,0.164007436,8715,-0.071489452,0.004958487,8124,-0.116572423,0.1231854,9151,-0.134165957,0.057063648,15337,-0.020438143,-0.121390926,1.8,0.1,-0.2,15,3,-15,0.995127262,-0.00482135,0.014176046,0.359495123,-0.046854759,0.181104902,0.319032405,-0.02847989,0.032597941,0.498153619,-0.045017325,0.013292565,"Houston, TX",26420,9/24/2023 14:28
7/1/2014,7/31/2014,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,188000,0,0.105882353,194900,-0.0255,0.083379655,87.3201918,-0.004204746,0.096529924,89.5149786,-0.019607679,0.062341335,8715,0.01965602,0.052409129,7007,-0.066231343,0.0180154,13315,-0.026325411,0.116936499,42486,0.045912213,0.191786586,4.9,0.1,0.6,34,-1,-4,0.972699138,5.97E-05,-0.009386427,0.169822146,-0.008369032,-0.077853256,0.367674057,0.006998545,0.055463336,0.292279149,-0.02195326,-0.015580795,"Atlanta, GA",12060,9/24/2023 14:28
12/1/2020,12/31/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,291500,0.005172414,0.139116843,289900,-0.017288136,0.1328644,128.2392284,0.009294382,0.130434828,133.7276772,0.007398009,0.136759146,8706,0.114011516,0.157097289,6362,-0.123932801,0.279308265,6188,-0.144949565,-0.011975092,11565,-0.15657818,-0.543047928,1.3,-0.5,-2.1,22,2,-22,0.992231631,0.001934173,0.014522918,0.336894096,0.023138498,0.162917488,0.148205793,-0.04279479,-0.025289801,0.460075448,-0.019269085,0.208517033,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2023,6/30/2023,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,345000,0.048632219,0.014705882,335000,-0.014705882,0.03113092,208.9539776,0.024831061,0.020941803,206.2394781,-0.005631088,0.05816675,8680,0.108556833,-0.21141092,7618,0.09579977,-0.247456288,9336,-0.014982064,-0.286729315,19752,-0.012251838,-0.276138821,2.3,-0.3,-0.2,48,-1,0,1.006446609,0.003965525,-0.003655178,0.499078341,0.027430831,-0.029766939,0.139327663,0.016009165,-0.040868035,0.104751903,-0.015069731,0.010609851,"Chicago, IL",16984,9/24/2023 14:28
12/1/2017,12/31/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,224900,0.046046512,0.075456495,225900,-0.038723404,0.075714286,103.8709677,0.015503186,0.076539756,106.2277354,-0.018449268,0.080345634,8680,0.065684469,0.024430544,5561,-0.223757677,0.026962142,6819,-0.275191327,-0.014880092,28317,-0.111288956,-0.144914845,3.3,-0.6,-0.6,44,3,-15,0.977292093,-0.000181467,0.004760516,0.189746544,0.003006212,0.028528557,0.124483526,-0.052555673,-0.006903115,0.308577594,-0.04276244,0.085862913,"Atlanta, GA",12060,9/24/2023 14:28
9/1/2020,9/30/2020,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,266146,-0.014274074,0.073190992,279990,0.014456522,0.11111552,120.2232718,0.005183843,0.06363471,127.6375893,0.018149681,0.090888975,8672,-0.005504587,0.282840237,7233,-0.088009078,0.36859035,8657,-0.053983171,0.159367885,17456,-0.050530324,-0.319878438,2,-0.1,-1.8,30,-1,-17,0.980951216,0.00039629,0.007531084,0.178390221,6.45E-05,0.049544068,0.286434464,-0.002823083,-0.033015392,0.484861054,-0.01015849,0.135192179,"Houston, TX",26420,9/24/2023 14:28
5/1/2019,5/31/2019,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,294900,0.034736842,0.053214286,304900,-0.003594771,0.055017301,157.3938507,0.001049012,0.053006907,160.5797101,-0.001159869,0.05692106,8667,0.090325827,0.048258345,7027,0.047867581,0.044907063,8551,0.011354228,0.043186532,17666,-0.04254512,0.055379652,2,-0.3,0,44,-2,4,0.985111726,0.001278611,3.98E-05,0.17526249,0.009078064,-0.008941671,0.283652213,0.004642946,0.013026728,0.270670272,-0.014447533,-0.015277684,"Phoenix, AZ",38060,9/24/2023 14:28
5/1/2016,5/31/2016,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,228000,0.013333333,0.060465116,239900,-0.020416497,0.047598253,129.2571735,0.002739943,0.072318553,133.7274424,-0.005218743,0.064748365,8661,0.04803969,0.070845697,7045,-0.013305322,0.069530894,9014,-0.091788413,0.063097063,24445,-0.049017701,0.066675394,2.8,-0.3,0,48,1,-1,0.979496961,-0.000187306,0.001299592,0.156102067,0.006779705,0.003901275,0.259439558,-0.001443538,0.010192275,0.277217885,-0.016759706,-0.008951843,"Phoenix, AZ",38060,9/24/2023 14:28
8/1/2019,8/31/2019,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,283000,0.003546099,0.067924528,294900,0.034736842,0.072753729,159.2978222,0.002306955,0.049201867,166.1551263,0.018486018,0.065059437,8659,-0.044049459,0.075919483,7122,-0.054559936,0.073560446,8868,0.114490386,-0.021624007,16621,-0.025447083,-0.119976704,1.9,0,-0.4,41,-1,0,0.984931134,-0.000567954,0.002336864,0.180274859,-0.003982152,0.006815614,0.254136334,0.006877465,-0.023991479,0.323083404,0.033690068,0.046779514,"Phoenix, AZ",38060,9/24/2023 14:28
6/1/2017,6/30/2017,30,metro,-2,47894,f,"Washington, DC metro area",,,DC,All Residential,-1,405000,0.0125,0.034350658,399900,-0.010638298,0.038701299,201.4740579,-0.011043089,0.042924535,205.8495822,0.009405162,0.029247911,8656,0.096806893,0.062868369,7430,-0.070436632,0.087211004,9435,-0.050518265,0.096965469,16537,0.035179969,-0.094904493,1.9,-0.1,-0.3,18,2,-4,0.99343559,-0.000942154,0.001750565,0.284426987,-0.01841133,0.030620504,0.296426196,0.012419936,0.001313722,0.496231494,-0.051998207,0.048323973,"Washington, DC",47894,9/24/2023 14:28
6/1/2019,6/30/2019,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,252125,0.008903561,0.041838843,259000,-0.022272556,0.036,114.2697882,0.001796923,0.030446673,116.4871366,-0.010440685,0.0265785,8653,-0.063629477,-0.048388871,7687,-0.023376953,0.024523524,11551,-0.080992919,-0.002159641,30287,0.027932392,0.068890065,3.5,0.3,0.4,33,-2,5,0.97681613,0.000454549,0.001709142,0.148041142,0.001411989,-0.014831398,0.320995807,0.018253477,0.005590831,0.427474958,-0.008556042,0.00617681,"Houston, TX",26420,9/24/2023 14:28
9/1/2016,9/30/2016,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,220000,-0.063829787,0.047619048,239900,0.043497173,0.066222222,138.0450874,-0.033103146,0.052637129,146.894577,0.026337656,0.054088769,8631,-0.163257392,0.017206836,6488,-0.167885084,-0.005822862,10177,-0.07296411,0.002462569,32903,-0.007810144,-0.080896114,3.8,0.6,-0.4,41,2,-5,0.97136552,-0.000815297,0.003063466,0.180627969,-0.013846098,-0.002990181,0.287238246,-0.005566772,-0.003552,0.329531443,-0.005597453,0.010040177,"Chicago, IL",16984,9/24/2023 14:28
8/1/2017,8/31/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,225000,-0.02173913,0.056338028,248575,0.015006125,0.104777778,99.67672414,-0.001096149,0.073518319,103.9966254,0.004397653,0.068054706,8627,0.022641062,0.010542345,7663,0.005643045,0.070849637,11434,-0.02589879,0.048029331,33988,-0.018482153,-0.066878981,3.9,-0.2,-0.4,40,1,-6,0.977201991,-0.003634366,0.000434981,0.197055755,-0.015722813,0.012447579,0.24137931,-0.000274842,-0.015594114,0.325329505,-0.013384405,0.053948846,"Atlanta, GA",12060,9/24/2023 14:28
11/1/2020,11/30/2020,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,337820,-0.006119447,0.177073171,340000,0,0.133711237,192.1355696,0.014475808,0.160498841,196.1879976,0.006146619,0.141552562,8624,-0.08411215,0.24732427,7953,-0.116431508,0.278206365,7532,-0.273814115,0.065949618,12541,-0.101068024,-0.241272914,1.5,0,-0.9,32,0,-7,0.996518059,0.000415219,0.010889355,0.346474954,-0.002930314,0.161487971,0.188820668,-0.020555004,-0.054388237,0.329561172,-0.033620697,0.060676569,"Phoenix, AZ",38060,9/24/2023 14:28
4/1/2022,4/30/2022,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,480000,0.01910828,0.25342734,499000,0.037422037,0.263291139,278.6218324,0.034244242,0.267123638,280.334728,0.017214585,0.25776848,8624,-0.089430894,-0.100260824,8030,-0.082075903,-0.134138452,10081,0.022206449,-0.028805395,11002,0.167197114,0.121622999,1.3,0.3,0.3,22,-2,-1,1.023234017,0.003868257,0.002798976,0.584763451,0.031706751,0.023365433,0.184784585,0.032333916,0.055617493,0.435740971,-0.018877227,-0.017785015,"Phoenix, AZ",38060,9/24/2023 14:28
5/1/2021,5/31/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,338500,0.041538462,0.272580312,350000,0,0.166670556,147.424594,0.025562393,0.254883353,150.8657596,0.012283803,0.200371749,8623,0.008420068,0.287976102,9172,-0.002175805,0.072497661,10361,-0.048489301,0.017180444,11093,0.036535227,-0.530136812,1.3,0,-2.2,11,0,-21,1.014937527,0.004822238,0.030442364,0.557346631,0.044891947,0.313134533,0.167853601,0.00947199,-0.064684837,0.640972525,0.002047373,0.247965041,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2015,7/31/2015,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,209000,-0.004761905,0.050251256,219900,-0.022662323,0.0995,90.00545852,-1.33E-05,0.053389186,92.09157128,-0.017689906,0.051725301,8618,0.000696702,0.19611381,6968,-0.045087022,0.199105145,12664,-0.008844017,0.116262671,39375,0.022514802,0.055036039,4.6,0.1,-0.6,48,1,14,0.973713326,-0.001152646,0.00092603,0.179856115,0.003242088,0.008447371,0.391060317,0.003088987,0.023117336,0.261911596,-0.005184471,-0.031669543,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2015,6/30/2015,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,210000,-0.015655761,0.05,224999,-0.021743478,0.046506977,90.00665779,0.008011358,0.050198142,93.75,-0.011742452,0.044417767,8612,0.115977712,0.211933577,7297,0.148049087,0.167146513,12777,0.005904582,0.090001706,38508,0.036331342,0.079381097,4.5,-0.3,-0.5,47,5,12,0.974865972,7.50E-05,0.001724377,0.176614027,-0.009339064,-0.00281181,0.387971331,-0.141039919,0.026439769,0.267096067,-0.053545846,-0.049762538,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2020,8/31/2020,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,329800,0.030625,0.165371025,340000,0.03030303,0.152933198,182.157007,0.023243146,0.143499669,188.7256979,0.014999175,0.135840356,8609,-0.125457131,-0.005774339,8044,-0.012400246,0.129458017,9868,0.047669604,0.112764998,13413,0.030184332,-0.193008844,1.6,0.3,-0.3,34,-6,-7,0.994424547,0.00277082,0.009493413,0.33162969,0.049935257,0.151354831,0.172593752,-0.001522991,-0.081542581,0.401417205,0.032724756,0.078333802,"Phoenix, AZ",38060,9/24/2023 14:28
4/1/2017,4/30/2017,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,235500,0.004264392,0.046666667,256000,0.003921569,0.045324622,137.1100164,0.009118247,0.063660038,143.0939227,0.005866103,0.064457299,8606,-0.062527233,0.041384318,7219,-0.023931855,0.011064426,9440,-0.144385027,-0.048866499,23056,-0.016843631,-0.103053881,2.7,0.1,-0.4,45,-2,-2,0.981347026,0.000950377,0.001662759,0.15872647,0.014282025,0.009404108,0.244968772,-0.032460762,-0.015914325,0.282449093,-0.029070648,-0.011528498,"Phoenix, AZ",38060,9/24/2023 14:28
