period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
10/1/2022,10/31/2022,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,329990,-0.029441176,0.081934426,329900,-0.00030303,0.047301587,162.2162884,-0.00135099,0.125304602,162.7295992,0.001222027,0.081989064,6849,-0.139032055,-0.236880223,5976,-0.131142774,-0.308173188,8505,-0.123918418,-0.145827056,24298,0.009430435,0.413331782,3.5,0.5,1.6,32,6,13,0.978034139,-0.001661905,-0.013999279,0.175938093,-0.019662158,-0.145287534,0.407893654,0.007245571,0.145038838,0.365796519,-0.025160154,-0.163261133,"Houston, TX",26420,9/24/2023 14:28
9/1/2015,9/30/2015,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,215000,0.023809524,0.102564103,235000,0.044446765,0.082949309,121.2121212,0.009625668,0.083631345,129.9939541,0.034773181,0.089116098,6848,-0.013824885,0.118771443,5420,-0.049623005,0.213885778,8593,0.081152491,0.089652549,21694,0.036601682,-0.116190011,3.2,0.2,-0.8,45,-1,-12,0.979480659,0.000679983,0.005759547,0.151723131,-0.002078712,0.024783088,0.256799115,0.012580843,-0.00939497,0.300922509,-0.00032245,0.035748937,"Phoenix, AZ",38060,9/24/2023 14:28
8/1/2019,8/31/2019,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,287000,0.007017544,0.063356799,279900,-0.017032485,0.048314607,149.0625,-0.004445045,0.041715031,149.1122892,0.005339934,0.03845034,6844,0.005583309,0.005287897,5681,-0.080148964,0.012295082,6800,-0.016203704,-0.014921049,12030,0.013821001,-0.03806173,1.8,0.1,0,24,3,-1,0.999702896,-0.003704253,-0.000737392,0.390561075,-0.036268193,-0.010143977,0.316209476,0.024535787,0.00068093,0.374757965,-0.008499807,0.054729455,"Minneapolis, MN",33460,9/24/2023 14:28
12/1/2021,12/31/2021,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,840000,0.024390244,0.150684932,795000,-0.006118311,0.135876554,552.8968095,0.018494123,0.165310571,531.9148936,-0.008152968,0.118855466,6844,0.048085758,-0.045866444,5221,-0.132580163,-0.094676608,3887,-0.301903736,-0.181684211,8619,-0.243017741,-0.324053015,1.3,-0.4,-0.5,36,2,-4,1.024345471,-0.001174288,0.015424155,0.586499123,-0.013654016,0.072627661,0.088525351,-0.032236989,-0.020720983,0.254740471,-0.02404338,0.009032131,"Los Angeles, CA",31084,9/24/2023 14:28
6/1/2017,6/30/2017,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,All Residential,-1,290000,0,0.078066914,299900,0,0.090942161,130.2621128,0.010119418,0.09562024,130.3554802,-0.001834565,0.075701637,6843,0.036347115,0.070724456,6093,-0.032396379,0.052877138,8622,0.023139907,0.110653098,15551,0.098312028,0.163909887,2.3,0.2,0.2,26,1,1,0.992357137,-0.000300588,-0.00173623,0.327634079,-0.003579006,-0.019103521,0.28274709,0.028844978,0.027526673,0.328573773,-0.036520716,-0.031025328,"Dallas, TX",19124,9/24/2023 14:28
7/1/2018,7/31/2018,30,metro,-2,35614,f,"New York, NY metro area",,,NY,All Residential,-1,560000,0,0.018181818,575000,-0.040066778,0.045644663,309.4117647,-0.003071271,0.018245989,331.2410487,-0.009539741,0.0562909,6837,0.039057751,0.072638845,4371,-0.117504543,-0.026286478,8309,-0.143666907,0.053238687,38646,-0.009990778,0.038396432,5.7,-0.2,-0.1,78,0,-5,0.978706133,-0.00122834,-0.003060702,0.194529765,-0.007141968,0.021953674,0.1920768,-0.030128344,0.026077391,0.149622512,-0.012501453,-7.68E-05,"New York, NY",35614,9/24/2023 14:28
8/1/2020,8/31/2020,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,325000,0,0.094276094,325000,-0.014699172,0.083694565,142.7371956,0.013693611,0.069160254,147.3157895,0.007336808,0.078639216,6835,-0.13338405,0.120308146,6247,-0.043484918,0.227067374,6572,-0.108881356,-0.013657512,11217,-0.09722334,-0.373106802,1.6,0,-1.3,32,-3,-10,0.987778743,0.001556689,0.005925309,0.25720556,0.015542063,0.083955273,0.251849871,-0.022355361,-0.105273026,0.332639667,0.026254734,0.121286298,"Dallas, TX",19124,9/24/2023 14:28
7/1/2016,7/31/2016,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,235000,0,0.044444444,239900,-0.034471656,0.043043478,102.1214642,0.001223491,0.041185062,103.7083595,-0.005020393,0.036071806,6834,-0.099841939,-0.102560735,6272,0.024167211,-0.035076923,9312,-0.036024845,-0.062518876,23765,0.025414222,0.135885671,3.5,0.4,0.8,29,-1,5,0.975883734,0.000450338,-0.002296495,0.165203395,-0.008400399,-0.028493257,0.328550389,0.024442692,0.016773312,0.443877551,-0.018891881,-0.024430141,"Houston, TX",26420,9/24/2023 14:28
4/1/2020,4/30/2020,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,305000,-0.006514658,0.113138686,310000,-0.006410256,0.068965517,172.7861771,0.002159827,0.087837233,178.0870122,0.001639609,0.094327598,6828,-0.204195804,-0.277230867,6513,-0.08691995,-0.191634603,8250,-0.195121951,-0.179675848,17227,0.028170695,-0.208499885,2.5,0.5,0.2,34,-1,-11,0.989801976,0.000570483,0.006800969,0.258055067,0.021458331,0.097580843,0.220235677,-0.0047121,-0.057503813,0.293413174,-0.067304617,0.006830078,"Phoenix, AZ",38060,9/24/2023 14:28
6/1/2023,6/30/2023,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,452500,0.0077951,-0.067010309,475000,0.010638298,0,255.1335914,0.002869825,-0.092555673,266.9075012,0.007173848,-0.021025101,6827,-0.084361588,-0.101119157,5336,-0.083319017,-0.250140528,6369,-0.028671649,-0.451421189,12981,-0.0586657,-0.269868947,1.9,0.1,-0.4,45,-4,18,0.984130609,0.001299026,-0.01971622,0.20623993,0.017935209,-0.22944144,0.268084123,-0.018500359,-0.11950798,0.263305847,0.002354121,-0.03658173,"Phoenix, AZ",38060,9/24/2023 14:28
2/1/2019,2/28/2019,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,235000,0.02173913,0.068181818,274063.5,0.074758824,0.0361569,110.4651163,0.021316954,0.05558358,120.8367964,0.02623714,0.063958262,6825,0.235294118,-0.043179588,7411,0.114268531,0.047047188,11632,0.02965389,0.004403765,30569,-0.001730782,0.127175516,4.5,-1,0.7,49,1,2,0.977942665,0.003040506,-0.000226154,0.187399267,0.014367593,-0.018685129,0.191206778,-0.015474693,0.032357221,0.437997571,0.080607705,-0.049993387,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2020,6/30/2020,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,315000,0.05,0.016129032,331950,-0.009104478,0.070806452,139.847577,0.014587146,0.031616275,145.411345,0.005155923,0.058161469,6825,0.431117635,0.15209318,6373,0.159992719,0.226756497,7261,-0.03109154,-0.071720788,13314,-0.075609248,-0.287487959,2,-1,-1.2,37,-3,0,0.984344504,0.002727818,0.002039231,0.211428571,0.026484139,0.025236809,0.26686195,0.031772038,-0.052896158,0.305036874,0.006347395,0.038241879,"Dallas, TX",19124,9/24/2023 14:28
12/1/2021,12/31/2021,30,metro,-2,47894,f,"Washington, DC metro area",,,DC,All Residential,-1,487500,-0.015052025,0.083333333,460000,-0.031375026,0.070016283,251.2330456,0.004932182,0.099797781,247.4130239,-0.024644865,0.059656465,6822,-0.041180604,-0.048270089,5001,-0.193777205,-0.092212743,3759,-0.270238789,-0.149547511,7004,-0.262659227,-0.11766188,1,-0.3,-0.1,35,2,5,1.002591939,-0.000355722,0.000492477,0.391380827,-0.007073144,-0.018775423,0.158338093,-0.062421987,-0.015761177,0.317336533,-0.029592373,-0.029731901,"Washington, DC",47894,9/24/2023 14:28
5/1/2015,5/31/2015,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,227000,0.04571189,0.107317073,239900,-0.030707071,0.043501712,120.8152311,0.019378512,0.072570725,125.0604442,-0.013047238,0.060175654,6820,-0.012452939,0.098228663,5595,0.00179051,-0.007098492,7269,-0.072358346,-0.023640027,19189,-0.046793503,-0.106782107,2.8,-0.1,-0.7,48,-2,-7,0.980161227,0.001489897,0.004883399,0.164809384,0.013057285,0.026645133,0.260044817,-0.011526391,-0.068773318,0.289722967,-0.014484732,0.042872923,"Phoenix, AZ",38060,9/24/2023 14:28
6/1/2013,6/30/2013,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,174845,0.029105356,0.457041667,190450,-0.023333333,0.269666667,75.8233423,0.030751436,0.351034099,83.0882557,-0.016470644,0.206551637,6819,-0.043350168,-0.034682899,5614,-0.082529825,0.065275142,10376,-0.015372936,0.121608475,30398,0.059311402,-0.133491064,4.5,0.5,-0.5,38,0,-17,0.982661915,0.000630625,0.009690904,0.258395659,-0.005773813,-0.000522801,0.28811106,-0.008411103,0.063915627,0.316351977,-0.011315942,0.071000934,"Atlanta, GA",12060,9/24/2023 14:28
4/1/2016,4/30/2016,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,217500,0.021126761,0.045861634,250000,0,0.041666667,99.85315712,0.00432016,0.0421883,107.4202497,0.003101878,0.050976497,6816,0.005309735,-0.010165553,6885,0.068601583,-0.025615624,9863,-0.044375545,-0.013107865,24043,0.015029341,0.22331332,3.5,0,0.6,30,-8,4,0.973487786,0.001957525,-0.002108108,0.15991784,0.004460613,-0.03308245,0.259867737,0.001709253,0.036350896,0.4583878,-0.02803157,-0.056896661,"Houston, TX",26420,9/24/2023 14:28
8/1/2016,8/31/2016,30,metro,-2,35614,f,"New York, NY metro area",,,NY,All Residential,-1,495000,-0.01980198,0.03125,499000,-0.04952381,0.06192807,277.7777778,-0.022151002,0.020745432,290,-0.038781818,0.04857936,6815,0.170962199,0.127937769,3560,0.05107765,0.025936599,6776,-0.064217649,0.006386455,39674,-0.03769283,0.039048791,5.8,-1.3,-0.5,91,0,14,0.973626747,-0.002422471,0.005091313,0.143653705,-0.001363477,0.003633844,0.162096083,0.005964328,0.010457919,0.166853933,0.0207069,0.012963443,"New York, NY",35614,9/24/2023 14:28
10/1/2021,10/31/2021,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,810000,-0.012195122,0.102040816,800000,0.001251564,0.068090788,539.9924089,0.001493824,0.15064263,533.2369942,0.012311146,0.101600821,6814,-0.024201633,-0.025318266,6593,-0.029013255,-0.010802701,7234,-0.063317364,-0.162634564,13172,-0.046336519,-0.230652415,1.9,-0.1,-0.5,34,0,-3,1.025501113,-0.000298344,0.015948774,0.611681832,0.004636149,0.092156728,0.142726997,-0.006635876,-0.015324519,0.310025785,0.014591322,-0.000701897,"Los Angeles, CA",31084,9/24/2023 14:28
3/1/2023,3/31/2023,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,308000,0.062068966,-0.006451613,337995,0.024537739,0.024537739,191.7525594,0.045923051,-0.000385571,204.5910382,0.007707583,0.01613549,6811,0.583585213,-0.224348024,5180,0.613707165,-0.282250242,8663,0.329496624,-0.299506752,19000,0.016477637,-0.186922287,2.8,-1.5,0.1,57,-18,5,0.98783518,0.00885168,-0.010639026,0.341212744,0.063602886,-0.090173203,0.126,0.007981596,0.027018487,0.137837838,-0.028828829,-0.022893768,"Chicago, IL",16984,9/24/2023 14:28
10/1/2017,10/31/2017,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,225000,-0.02173913,0.03926097,248000,0.012244898,0.07826087,104.594794,-0.007622673,0.036271679,110.78973,-0.004960505,0.049180832,6808,-0.06918239,0.07330916,5515,-0.065095779,0.02681065,8217,0.139509083,0.051439539,25550,-0.038859421,0.022654499,3.8,0.2,-0.1,54,11,13,0.969839529,-0.001147709,-0.001343298,0.12426557,0.000803716,-0.006744993,0.276947162,0.067076192,-0.008955815,0.392203083,0.13385421,0.014247395,"Houston, TX",26420,9/24/2023 14:28
8/1/2018,8/31/2018,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,269900,0,0.066798419,267000,-0.01074472,0.068427371,143.0933562,-0.003978841,0.069969031,143.5911602,0.004974609,0.070798606,6808,0.061593638,0.018704175,5612,-0.033247201,0.025022831,6903,0.005681818,0.078088396,12506,0.033980984,-0.017132977,1.8,-0.1,-0.1,25,4,-4,1.000440288,-0.004614073,0.003989397,0.400705053,-0.045575939,0.042482698,0.315528546,0.023176335,0.002183686,0.32002851,-0.040867269,0.023590154,"Minneapolis, MN",33460,9/24/2023 14:28
3/1/2012,3/31/2012,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,310000,0.033333333,-0.03125,339950,0.00280236,0.014776119,215.9842932,0.024518754,-0.034162545,230.75,4.86E-05,-0.00316,6807,0.292386558,0.030270925,6263,0.22109573,0.096847636,8477,0.037195644,-0.179380445,22698,-0.068494275,-0.277363897,3.3,-1.3,-1.5,65,-3,-6,0.979115831,0.002521163,-0.000448538,0.273982665,0.010834763,-0.007234226,0.21182483,-0.004205046,-0.025169757,0.390707329,0.007396742,0.045173178,"Los Angeles, CA",31084,9/24/2023 14:28
7/1/2019,7/31/2019,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,285000,-0.017241379,0.055946647,284750,-0.014364832,0.055020378,149.7280479,-0.001688241,0.042202851,148.3202688,-0.008613447,0.038072983,6806,0.002061249,0.061281771,6176,-0.014048531,0.063910422,6912,-0.116677316,0.006993007,11866,-0.010176844,-0.018933444,1.7,-0.1,-0.2,21,2,0,1.003407149,-0.002303941,-0.001647212,0.426829268,-0.021933983,-0.019451723,0.29167369,0.02240442,-0.000678522,0.383257772,-0.070126647,0.022361993,"Minneapolis, MN",33460,9/24/2023 14:28
4/1/2023,4/30/2023,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,339000,0.027272727,-0.031428571,363990,0.013899721,-0.015977291,161.8615466,0.015233222,-0.002072504,168.6071817,-0.004261385,0.012174433,6805,-0.083995154,-0.190940435,6574,0.025745046,-0.20440518,8629,-0.070651589,-0.193098934,17885,-0.015251624,0.431143474,2.6,0.2,1.1,35,-13,24,0.982220382,0.006051202,-0.027847494,0.205584129,0.041497442,-0.261780037,0.271176964,-0.02994626,0.037920983,0.504563432,0.02960634,-0.167589539,"Houston, TX",26420,9/24/2023 14:28
6/1/2013,6/30/2013,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,195000,0.036046447,0.25,210000,0.000476417,0.3125,105.5966209,0.026497288,0.253773838,111.5241636,0.006974456,0.264180653,6800,-0.129432851,-0.036281179,5473,-0.065083703,0.050883257,7470,-0.043166389,-0.01568059,15779,0.000634156,-0.040556974,2.3,0.3,0,36,0,-2,0.98632607,-2.29E-05,-0.012271049,0.244558824,-0.001248371,-0.099403762,0.218961911,-0.002865725,0.061294393,0.382422803,-0.018670467,-0.094919747,"Phoenix, AZ",38060,9/24/2023 14:28
4/1/2013,4/30/2013,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,404250,0.039203085,0.283333333,455000,0.058385671,0.264240067,270.7269561,0.04369526,0.250392355,297.6190476,0.041514042,0.239828593,6798,0.031093584,0.022563177,6820,0.035215543,0.134775374,8562,0.134189959,0.07105329,10459,0.077247914,-0.516145448,1.5,0,-1.8,18,-2,-38,1.004824003,0.003013193,0.023718177,0.451162107,0.028744391,0.165813129,0.172100583,-0.012161442,-0.013040053,0.590469208,-0.003944878,0.210103152,"Los Angeles, CA",31084,9/24/2023 14:28
1/1/2022,1/31/2022,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,309900,-0.022397476,0.189429849,324952.5,0.048301503,0.140184211,148.0992625,-0.012010283,0.204280845,156.8291835,0.023803531,0.168562775,6794,-0.318145323,0.076021539,7601,0.17064531,0.092254634,8979,0.261449845,0.017104667,13484,-0.062504345,-0.158144471,2,0.6,-0.5,23,2,-8,0.992039908,0.000631674,0.01130725,0.316161319,0.019292591,0.120247477,0.208246811,0.021359514,-0.004464683,0.566767531,0.055293636,0.0523258,"Houston, TX",26420,9/24/2023 14:28
11/1/2017,11/30/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,220000,0,0.063315611,239900,-0.040016006,0.091521259,98.85057471,0.007269051,0.050961338,105.3248136,-0.003090094,0.085830633,6793,-0.06161072,0.032057125,5949,-0.131025416,0.152013943,7945,-0.176939811,0.046496312,28085,-0.07575608,-0.148294162,4.1,-0.1,-0.9,44,-1,-11,0.976966246,0.001662652,0.003218836,0.186957162,0.010966003,0.014517174,0.179455225,-0.046694115,-0.184517481,0.341570012,0.006337759,0.092344605,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2019,6/30/2019,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,290000,0.015443495,0.065393093,288900,-0.035392321,0.050545455,149.9812523,-0.001015618,0.048249617,149.6089172,-0.002605556,0.044665098,6792,0.101703163,-0.063688999,6264,-0.006502776,0.007073955,7825,-0.109479914,-0.019177739,11988,0.068258777,0.017311609,1.8,0,0.2,19,0,-1,1.00571109,0.000447164,-0.002834369,0.448763251,0.002210128,-0.028766388,0.269269269,0.025997125,0.005861258,0.453384419,-0.072071568,0.031358695,"Minneapolis, MN",33460,9/24/2023 14:28
9/1/2016,9/30/2016,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,535000,-0.018348624,0.072144289,550000,0.009174312,0.057692308,370.6004141,-0.000468883,0.089706954,372.1998851,0.013635404,0.046423543,6792,-0.051926298,0.02089283,6504,-0.045214328,0.045659164,8869,-0.046549129,0.13009684,20005,0.020507065,0.137035353,2.9,0.2,0.3,39,3,5,0.995403082,-0.001705597,0.000980447,0.384128386,-0.01453158,0.015422539,0.197900525,-0.014107841,-0.037747992,0.313499385,-0.028544068,-0.033285181,"Los Angeles, CA",31084,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,Single Family Residential,6,300000,0.052631579,0.071428571,311500,-0.023510972,0.153703704,159.4821524,0.016536646,0.017680199,170.7073171,0.005302299,0.100713153,6791,0.321977808,0.133722871,6110,0.033316421,0.299447044,7378,0.012071331,0.0625,11801,-0.048459926,-0.415965555,1.7,-0.7,-1.7,24,-6,-8,0.978834697,0.004097004,0.003548552,0.244146665,0.036437885,0.030457182,0.31361749,0.014149662,-0.014898792,0.564320786,-0.010514323,0.186609174,"Chicago, IL",16984,9/24/2023 14:28
9/1/2013,9/30/2013,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,159000,-0.043609023,0.38381201,172500,-0.014285714,0.162398922,76.92307692,-0.017384644,0.34965035,82.63686583,-0.004668718,0.191203942,6787,-0.148965517,0.035077017,5618,-0.141765964,0.161463717,10357,-0.076257581,0.216324134,36652,0.017094017,0.029753041,5.4,0.9,0,41,2,-16,0.978040937,-0.002022977,0.006059767,0.229851186,-0.009772638,-0.024228423,0.295536396,-0.002859652,0.042874356,0.275364899,-0.004500668,0.02045483,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2017,8/31/2017,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,256000,-0.003891051,0.045324622,264900,0,0.068166697,137.6323677,0.001521247,0.065340065,142.8571429,0.017296237,0.068079301,6787,0.02631181,0.033500838,5735,0.064797623,0.110143244,7460,0.093681278,0.056657224,17155,-0.014420315,-0.091270262,2.5,-0.1,-0.4,45,1,-5,0.982676429,-0.000302836,0.000918253,0.172241049,-0.001810062,0.004584585,0.280034975,0.021388531,0.01210405,0.268875327,-0.002383492,0.003873391,"Phoenix, AZ",38060,9/24/2023 14:28
6/1/2016,6/30/2016,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,Single Family Residential,6,265000,0.06962664,0.077016866,259900,-0.053187614,0.019217685,146.7391304,0.034782609,0.040217391,146.4492954,-0.029157924,0.004716201,6782,0.166494668,0.034156755,5318,-0.033618027,0.085084677,8104,-0.02490675,0.00695825,21677,0.028076832,-0.073315663,3.2,-0.4,-0.4,35,-4,-4,0.974775292,0.0022395,0.005140116,0.204511943,0.003101555,0.019547015,0.310467316,0.023296341,-0.005324408,0.380406168,-0.03863799,0.009461463,"Chicago, IL",16984,9/24/2023 14:28
9/1/2020,9/30/2020,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,310050,-0.02192429,0.107321429,305000,-0.015811552,0.079646018,162.0254976,0.008431655,0.086793668,163.434903,0.013603551,0.082055198,6780,-0.01781834,0.227149321,6328,-0.077685469,0.325235602,7342,0.002320819,0.207764435,8950,0.021689498,-0.268611588,1.3,0,-0.9,19,-1,-7,1.011084238,0.001041741,0.014031649,0.516224189,0.026002546,0.136314687,0.253519553,0.006145124,-0.076136408,0.474873578,-0.033215622,0.121575148,"Minneapolis, MN",33460,9/24/2023 14:28
3/1/2016,3/31/2016,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,213000,0.045655376,0.019138756,250000,0.020449814,0.063829787,99.42363112,0.026397878,0.039729527,107.0880755,0.009366378,0.051095106,6780,0.342574257,0.030865136,6443,0.224672116,-0.028058531,10321,0.158881653,0.125027251,23687,0.04670791,0.26425064,3.5,-1,0.7,38,-12,11,0.97153026,0.003086989,-0.003711188,0.155457227,0.020407722,-0.024107924,0.258158484,0.008003822,0.050750285,0.48641937,-0.000370214,-0.027685322,"Houston, TX",26420,9/24/2023 14:28
6/1/2018,6/30/2018,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,All Residential,-1,300000,0.016949153,0.034482759,300000,-0.047316608,0.000333444,135.1483339,0.006732134,0.037510685,135.2102885,-0.015074885,0.03724284,6773,0.010593853,-0.010229432,6018,-0.030449493,-0.012309207,9033,0.00825985,0.047668754,18261,0.095835334,0.174265321,2.7,0.2,0.4,29,1,3,0.987113544,-0.000800368,-0.005243594,0.261922339,-0.01321941,-0.06571174,0.307650183,0.021764442,0.024903093,0.3037554,-0.026677981,-0.024818373,"Dallas, TX",19124,9/24/2023 14:28
9/1/2019,9/30/2019,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,247995,-0.016673275,0.055297872,251990,0.008363345,0.012008032,113.0306022,0.002478686,0.037433744,117.0032811,0.008086858,0.040029165,6760,-0.185934489,0.098651065,5285,-0.176534746,0.058906031,7467,-0.18339895,0.04506648,25666,-0.036959214,0.013344915,3.8,0.6,-0.3,47,8,7,0.973420132,-0.000306646,0.001442031,0.128846154,-0.000970802,-0.008485229,0.319449856,-0.025602863,0.020571145,0.349668874,-0.012593513,-0.008175245,"Houston, TX",26420,9/24/2023 14:28
7/1/2016,7/31/2016,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,540750,0.001388889,0.070792079,550000,-0.035087719,0.039697543,366.8077993,0.000901902,0.086552453,372.7193745,-0.007415036,0.067847589,6757,-0.098946526,-0.110804053,6430,-0.072283942,-0.083915088,9158,-0.032537503,-0.013996555,18938,0.061904228,0.063574076,2.8,0.4,0.5,34,0,3,0.997384691,-0.001169777,0.000925613,0.410685215,0.001830701,0.028792861,0.205407118,0.00029329,-0.032602542,0.344012442,-0.028661054,-0.037950801,"Los Angeles, CA",31084,9/24/2023 14:28
3/1/2013,3/31/2013,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,179952.5,0.046235465,0.286293781,199900,0.017044009,0.292449933,98.82629916,0.036564441,0.295964905,106.9809295,0.005904091,0.283913891,6757,0.225870827,-0.083672362,5737,0.200962947,-0.023655548,7645,0.1290799,0.009507461,16858,-0.03248393,-0.031205103,2.5,-0.7,0.1,46,-5,-5,0.985005307,0.000345119,-0.001162567,0.228651769,0.000241028,-0.047182243,0.236149009,0.014845061,0.044665761,0.397420254,-0.02083388,-0.039781924,"Phoenix, AZ",38060,9/24/2023 14:28
4/1/2019,4/30/2019,30,metro,-2,47894,f,"Washington, DC metro area",,,DC,All Residential,-1,420000,0.037037037,0.037037037,437900,-0.002505695,0.030352941,214.7813834,0.04196871,0.018922883,207.0365577,-0.009681154,-0.021191521,6757,0.167415342,0.010316986,7190,0.18509972,-0.053324556,9707,0.100941363,-0.059763657,13990,0.100361806,0.027165932,2.1,-0.1,0.1,24,-9,11,0.997784751,0.003071396,0.002390615,0.356963149,0.041137303,0.031903341,0.222373124,0.021177591,-0.038272985,0.533379694,-0.011370594,-0.080840187,"Washington, DC",47894,9/24/2023 14:28
3/1/2022,3/31/2022,30,metro,-2,35614,f,"New York, NY metro area",,,NY,All Residential,-1,680000,0.014925373,0.087130296,725000,0.028386299,0.094339623,405.9450408,0.019373103,0.108629128,441.2953067,0.004388118,0.132320051,6756,0.197023388,-0.022145028,5939,0.48475,0.17487636,11131,0.413460317,0.066392029,24045,0.088403042,-0.112140905,3.6,-0.3,-0.3,66,0,-20,0.993401015,0.005577502,0.011466245,0.251776199,0.021443102,0.079826568,0.20316074,0.043827045,-0.00535414,0.334736488,-0.027263512,-0.001366381,"New York, NY",35614,9/24/2023 14:28
11/1/2020,11/30/2020,30,metro,-2,47894,f,"Washington, DC metro area",,,DC,All Residential,-1,450000,-0.02173913,0.084337349,440000,-0.02200489,0.086419753,226.6787072,0.00581411,0.076378965,237.3460776,-0.003690534,0.100115942,6755,-0.130742504,0.316764133,6109,-0.177903378,0.34975696,5729,-0.344807868,0.290315315,10084,-0.108084203,-0.168604172,1.5,0,-0.9,26,1,-11,1.004261614,-0.000666812,0.010635624,0.437009623,-0.017758104,0.153383892,0.193673146,-0.029836495,-0.024151902,0.408904894,-0.031816408,0.097150586,"Washington, DC",47894,9/24/2023 14:28
5/1/2016,5/31/2016,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,540000,0.018867925,0.090909091,560000,-0.014778325,0.04672995,359.4184833,0.001088912,0.063200854,370.2445652,-0.000785752,0.059102451,6752,0.0477964,0.00506103,6769,0.016213782,0.012111244,8783,-0.012924253,0.0100046,16961,0.030625266,0.01843401,2.5,-0.1,0,35,0,2,0.99721479,0.001039817,0.000503846,0.406101896,0.018609655,0.035753578,0.181710984,0.008228575,-0.012716781,0.380558428,-0.009623226,-0.033167648,"Los Angeles, CA",31084,9/24/2023 14:28
